Feature_Idx,Feature_Name,Pos-Neg,Pos,Neg
0,Store,-0.09999045729637146,0.0,0.09999045729637146
1,DayOfMonth,-0.0946078971028328,0.0,0.0946078971028328
2,Week,0.0009944634512066841,0.0017422297969460487,0.0007477664039470255
3,Month,0.0028922175988554955,0.00292775547131896,3.553780697984621e-05
4,Year,0.0,0.0,-0.0
5,DayOfYear,0.006945872213691473,0.007408606819808483,0.0004627347516361624
6,DayOfWeek,-1.1876120567321777,0.0,1.1876120567321777
7,Open,0.0,0.0,-0.0
8,Promo,-0.9824714064598083,0.0,0.9824714064598083
9,SchoolHoliday,-0.003665126860141754,0.0,0.003665126860141754
10,StateHoliday,0.000772035273257643,0.000772035273257643,0.0
11,StoreType,-0.4388563334941864,0.0,0.4388563334941864
12,Assortment,-0.16026794910430908,0.0,0.16026794910430908
13,CompetitionDistance,-0.021153774112462997,0.010033090598881245,0.031186863780021667
14,AvgSales,-1.6123719215393066,0.0,1.6123719215393066
15,AvgCustomers,-0.9291076064109802,0.0,0.9291076064109802
16,AvgSalesPerCustomer,-0.517251193523407,0.0,0.517251193523407
