Feature_Idx,Feature_Name,Pos-Neg,Pos,Neg
0,Store,0.0012328204466030002,0.0012386547168716788,5.834242983837612e-06
1,DayOfMonth,-0.04673641175031662,0.0,0.04673641175031662
2,Week,0.0007140496745705605,0.0007294206880033016,1.5370986147900112e-05
3,Month,0.000576103397179395,0.0006004782044328749,2.4374794520554133e-05
4,Year,0.0,0.0,-0.0
5,DayOfYear,0.00390265928581357,0.00390265928581357,0.0
6,DayOfWeek,-0.137939453125,0.0,0.137939453125
7,Open,0.0,0.0,-0.0
8,Promo,-0.22172527015209198,0.0,0.22172527015209198
9,SchoolHoliday,-5.615458940155804e-05,1.430511474609375e-05,7.045970414765179e-05
10,StateHoliday,-3.9156744605861604e-05,3.5903033221984515e-06,4.274704770068638e-05
11,StoreType,-0.01580280438065529,0.0,0.01580280438065529
12,Assortment,-0.008020597510039806,0.0,0.008020597510039806
13,CompetitionDistance,0.0014679853338748217,0.0015966752544045448,0.0001286899350816384
14,AvgSales,-0.4026707112789154,0.0,0.4026707112789154
15,AvgCustomers,-0.15245148539543152,0.0,0.15245148539543152
16,AvgSalesPerCustomer,-0.04591546207666397,0.0,0.04591546207666397
