Feature_Idx,Feature_Name,Pos-Neg,Pos,Neg
0,Store,0.004337606485933065,0.0045599001459777355,0.00022229348542168736
1,DayOfMonth,-0.19621163606643677,0.0,0.19621163606643677
2,Week,0.002050097333267331,0.0028895565774291754,0.0008394593023695052
3,Month,0.002736399881541729,0.003399872686713934,0.0006634726887568831
4,Year,0.0,0.0,-0.0
5,DayOfYear,0.012151184491813183,0.012154524214565754,3.3401206565031316e-06
6,DayOfWeek,-0.6238574981689453,0.0,0.6238574981689453
7,Open,0.0,0.0,-0.0
8,Promo,-0.872757613658905,0.0,0.872757613658905
9,SchoolHoliday,-0.0010590087622404099,0.0006864923634566367,0.0017455010674893856
10,StateHoliday,-6.54284012853168e-05,3.0627365049440414e-05,9.605576633475721e-05
11,StoreType,-0.12217307835817337,0.0,0.12217307835817337
12,Assortment,-0.05576254054903984,0.0,0.05576254054903984
13,CompetitionDistance,0.002605258487164974,0.006557663902640343,0.0039524054154753685
14,AvgSales,-1.397361159324646,0.0,1.397361159324646
15,AvgCustomers,-0.6787207126617432,0.0,0.6787207126617432
16,AvgSalesPerCustomer,-0.258679062128067,0.0,0.258679062128067
