Feature_Idx,Feature_Name,Pos-Neg,Pos,Neg
0,Store,-0.015464723110198975,0.0,0.015464723110198975
1,DayOfMonth,-0.010901490226387978,0.0,0.010901490226387978
2,Week,0.00014154041127767414,0.00018811109475791454,4.65706798422616e-05
3,Month,0.0003188461996614933,0.0003188461996614933,0.0
4,Year,0.0,0.0,-0.0
5,DayOfYear,0.0008084707078523934,0.0008448355947621167,3.63648978236597e-05
6,DayOfWeek,-0.15683463215827942,0.0,0.15683463215827942
7,Open,0.0,0.0,-0.0
8,Promo,-0.12644405663013458,0.0,0.12644405663013458
9,SchoolHoliday,-0.00047016970347613096,0.0,0.00047016970347613096
10,StateHoliday,0.00010379818559158593,0.00010379818559158593,0.0
11,StoreType,-0.05899587273597717,0.0,0.05899587273597717
12,Assortment,-0.021624859422445297,0.0,0.021624859422445297
13,CompetitionDistance,-0.003702848218381405,0.0008264983771368861,0.004529346711933613
14,AvgSales,-0.20666685700416565,0.0,0.20666685700416565
15,AvgCustomers,-0.12033075094223022,0.0,0.12033075094223022
16,AvgSalesPerCustomer,-0.06778565049171448,0.0,0.06778565049171448
