Feature_Idx,Feature_Name,Value
0,age,-0.10549268629129512
1,workclass,-0.004104260206668686
2,education,-0.00797852377597295
3,education_num,-0.05054069850250668
4,marital_status,0.026626528034248666
5,occupation,-0.021075599063994383
6,relationship,-0.17628056820880497
7,race,-6.143664070200512e-05
8,sex,0.009818868964015551
9,capital_gain,-0.07304927116211656
10,capital_loss,-0.008894844000542825
11,hours_per_week,-0.024436396361938218
12,native_country,0.0020216120952563127
