Feature_Idx,Feature_Name,Value
0,age,-0.09929417686642664
1,workclass,0.0017023289560408913
2,education,0.01675797090113924
3,education_num,-0.09072246143084597
4,marital_status,0.007866918225950436
5,occupation,-0.030092476527027248
6,relationship,-0.09084719249687205
7,race,-0.0001260285942421209
8,sex,-0.003930175901578627
9,capital_gain,-0.03457334395470577
10,capital_loss,-3.053806381299098e-05
11,hours_per_week,-0.04754695469214489
12,native_country,0.0049043382848013494
