Feature_Idx,Feature_Name,Value
0,age,-0.08793198707828855
1,workclass,-0.0026201015446320804
2,education,0.0
3,education_num,-0.04844980697025372
4,marital_status,0.021108675101661135
5,occupation,-0.01109270180487647
6,relationship,-0.14749311248913302
7,race,0.0
8,sex,-0.019382022493136256
9,capital_gain,-0.04734513786656896
10,capital_loss,-0.004052863701427077
11,hours_per_week,-0.01867276479253871
12,native_country,0.0
