,b_id,expl,L,p,cent,s,seed
386,784,hyperx,128.18602453913516,10,degree,"(0, 2)",7757
387,784,hyperx,116.65767175526888,10,degree,"(24, 26)",7757
388,784,hyperx,51.85831269256706,10,eigenvector,"(0, 1)",7757
389,784,hyperx,30.717183889478115,10,eigenvector,"(25, 26)",7757
390,784,hyperx,108.1026599590014,10,eigenvector,"(0, 2)",7757
391,784,hyperx,442.0555474963784,10,eigenvector,"(24, 26)",7757
392,784,hyperx,51.85831269256706,1,eigenvector,"(0, 1)",7757
393,784,hyperx,6.746788512518834,1,eigenvector,"(25, 26)",7757
394,784,hyperx,111.26173413639873,1,eigenvector,"(0, 2)",7757
395,784,hyperx,135.53254993894873,1,eigenvector,"(24, 26)",7757
396,784,hyperx,51.85831269256706,2,eigenvector,"(0, 1)",7757
397,784,hyperx,9.327862580616953,2,eigenvector,"(25, 26)",7757
398,784,hyperx,111.26173413639873,2,eigenvector,"(0, 2)",7757
399,784,hyperx,298.4297499859144,2,eigenvector,"(24, 26)",7757
400,1178,hyperx,68.91613502805203,10,degree,"(0, 1)",718
401,1178,hyperx,8.068263470458147,10,degree,"(25, 26)",718
402,1178,hyperx,99.26058339359072,10,degree,"(0, 2)",718
403,1178,hyperx,249.31080089090122,10,degree,"(24, 26)",718
404,1178,hyperx,76.68617914115497,10,eigenvector,"(0, 1)",718
405,1178,hyperx,77.18268635170462,10,eigenvector,"(25, 26)",718
406,1178,hyperx,110.33939275201654,10,eigenvector,"(0, 2)",718
407,1178,hyperx,1780.619067670449,10,eigenvector,"(24, 26)",718
408,1178,hyperx,76.68617914115497,1,eigenvector,"(0, 1)",718
409,1178,hyperx,9.271625407263077,1,eigenvector,"(25, 26)",718
410,1178,hyperx,106.2857882193463,1,eigenvector,"(0, 2)",718
411,1178,hyperx,222.16430463419974,1,eigenvector,"(24, 26)",718
412,1178,hyperx,76.68617914115497,2,eigenvector,"(0, 1)",718
413,1178,hyperx,16.587955899763728,2,eigenvector,"(25, 26)",718
414,1178,hyperx,106.2857882193463,2,eigenvector,"(0, 2)",718
415,1178,hyperx,294.4535044840208,2,eigenvector,"(24, 26)",718
416,1011,hyperx,90.06839152378656,10,degree,"(0, 1)",8401
417,1011,hyperx,5.650111181436803,10,degree,"(25, 26)",8401
418,1011,hyperx,156.01812064436174,10,degree,"(0, 2)",8401
419,1011,hyperx,97.08482425136553,10,degree,"(24, 26)",8401
420,1011,hyperx,73.98571205257745,10,eigenvector,"(0, 1)",8401
421,1011,hyperx,26.269774366738783,10,eigenvector,"(25, 26)",8401
422,1011,hyperx,118.41877301148389,10,eigenvector,"(0, 2)",8401
423,1011,hyperx,516.869657992056,10,eigenvector,"(24, 26)",8401
424,1011,hyperx,73.98571205257745,1,eigenvector,"(0, 1)",8401
425,1011,hyperx,4.26110506706958,1,eigenvector,"(25, 26)",8401
426,1011,hyperx,162.8548626059486,1,eigenvector,"(0, 2)",8401
427,1011,hyperx,131.0235767161757,1,eigenvector,"(24, 26)",8401
428,1011,hyperx,73.98571205257745,2,eigenvector,"(0, 1)",8401
429,1011,hyperx,10.085168175847224,2,eigenvector,"(25, 26)",8401
430,1011,hyperx,162.8548626059486,2,eigenvector,"(0, 2)",8401
431,1011,hyperx,210.1166033943111,2,eigenvector,"(24, 26)",8401
432,984,hyperx,26.103683850805975,10,degree,"(0, 1)",723
433,984,hyperx,6.657345612472626,10,degree,"(25, 26)",723
434,984,hyperx,72.83788757182218,10,degree,"(0, 2)",723
435,984,hyperx,174.0657349069382,10,degree,"(24, 26)",723
436,984,hyperx,32.46908106029189,10,eigenvector,"(0, 1)",723
437,984,hyperx,29.290534054594083,10,eigenvector,"(25, 26)",723
438,984,hyperx,82.40712886630001,10,eigenvector,"(0, 2)",723
439,984,hyperx,588.3585542891481,10,eigenvector,"(24, 26)",723
440,984,hyperx,32.46908106029189,1,eigenvector,"(0, 1)",723
441,984,hyperx,7.147230613842104,1,eigenvector,"(25, 26)",723
442,984,hyperx,62.02665438236958,1,eigenvector,"(0, 2)",723
443,984,hyperx,148.9310198757118,1,eigenvector,"(24, 26)",723
444,984,hyperx,32.46908106029189,2,eigenvector,"(0, 1)",723
445,984,hyperx,16.025084795436513,2,eigenvector,"(25, 26)",723
446,984,hyperx,62.02665438236958,2,eigenvector,"(0, 2)",723
447,984,hyperx,197.3257490570723,2,eigenvector,"(24, 26)",723
448,2623,hyperx,24.338271206965846,10,degree,"(0, 1)",2448
449,2623,hyperx,1.8299164806597639,10,degree,"(25, 26)",2448
450,2623,hyperx,42.73398577682194,10,degree,"(0, 2)",2448
451,2623,hyperx,66.07798383696596,10,degree,"(24, 26)",2448
452,2623,hyperx,23.15927676845744,10,eigenvector,"(0, 1)",2448
453,2623,hyperx,3.5532277376295673,10,eigenvector,"(25, 26)",2448
454,2623,hyperx,43.41131505244966,10,eigenvector,"(0, 2)",2448
455,2623,hyperx,380.2125585667313,10,eigenvector,"(24, 26)",2448
456,2623,hyperx,23.15927676845744,1,eigenvector,"(0, 1)",2448
457,2623,hyperx,2.3577121649477295,1,eigenvector,"(25, 26)",2448
458,2623,hyperx,45.9417829097025,1,eigenvector,"(0, 2)",2448
459,2623,hyperx,95.78064662408877,1,eigenvector,"(24, 26)",2448
460,2623,hyperx,23.15927676845744,2,eigenvector,"(0, 1)",2448
461,2623,hyperx,6.8469601520761625,2,eigenvector,"(25, 26)",2448
462,2623,hyperx,45.9417829097025,2,eigenvector,"(0, 2)",2448
463,2623,hyperx,100.93484161749222,2,eigenvector,"(24, 26)",2448
464,4357,hyperx,8.615765446492425,10,degree,"(0, 1)",764
465,4357,hyperx,6.442431925489281,10,degree,"(25, 26)",764
466,4357,hyperx,29.64266681859192,10,degree,"(0, 2)",764
467,4357,hyperx,161.49859620134947,10,degree,"(24, 26)",764
468,4357,hyperx,12.26557627214808,10,eigenvector,"(0, 1)",764
469,4357,hyperx,30.89628966234544,10,eigenvector,"(25, 26)",764
470,4357,hyperx,32.352907305581745,10,eigenvector,"(0, 2)",764
471,4357,hyperx,530.1798228476471,10,eigenvector,"(24, 26)",764
472,4357,hyperx,12.26557627214808,1,eigenvector,"(0, 1)",764
473,4357,hyperx,9.98929604293796,1,eigenvector,"(25, 26)",764
474,4357,hyperx,28.66296098232189,1,eigenvector,"(0, 2)",764
475,4357,hyperx,143.92308969698627,1,eigenvector,"(24, 26)",764
476,4357,hyperx,12.26557627214808,2,eigenvector,"(0, 1)",764
477,4357,hyperx,8.032934906662605,2,eigenvector,"(25, 26)",764
478,4357,hyperx,28.66296098232189,2,eigenvector,"(0, 2)",764
479,4357,hyperx,209.67171335054928,2,eigenvector,"(24, 26)",764
480,1079,hyperx,4.989637738385406,10,degree,"(0, 1)",8187
481,1079,hyperx,3.2931554662327893,10,degree,"(25, 26)",8187
482,1079,hyperx,13.618998892146216,10,degree,"(0, 2)",8187
483,1079,hyperx,75.82845955886572,10,degree,"(24, 26)",8187
484,1079,hyperx,12.097043538775536,10,eigenvector,"(0, 1)",8187
485,1079,hyperx,8.323370967417311,10,eigenvector,"(25, 26)",8187
486,1079,hyperx,21.578838094070466,10,eigenvector,"(0, 2)",8187
487,1079,hyperx,230.06543583355466,10,eigenvector,"(24, 26)",8187
488,1079,hyperx,12.097043538775536,1,eigenvector,"(0, 1)",8187
489,1079,hyperx,3.6493421612059502,1,eigenvector,"(25, 26)",8187
490,1079,hyperx,15.707035617051513,1,eigenvector,"(0, 2)",8187
491,1079,hyperx,60.07819503608707,1,eigenvector,"(24, 26)",8187
492,1079,hyperx,12.097043538775536,2,eigenvector,"(0, 1)",8187
493,1079,hyperx,4.7402000880743405,2,eigenvector,"(25, 26)",8187
494,1079,hyperx,15.707035617051513,2,eigenvector,"(0, 2)",8187
495,1079,hyperx,76.2639733674187,2,eigenvector,"(24, 26)",8187
496,4231,hyperx,28.833709095584755,10,degree,"(0, 1)",8660
497,4231,hyperx,5.030752214562658,10,degree,"(25, 26)",8660
498,4231,hyperx,87.81791876834365,10,degree,"(0, 2)",8660
499,4231,hyperx,122.68729738368734,10,degree,"(24, 26)",8660
500,4231,hyperx,29.421090456841313,10,eigenvector,"(0, 1)",8660
501,4231,hyperx,22.367683159178544,10,eigenvector,"(25, 26)",8660
502,4231,hyperx,63.102065175588145,10,eigenvector,"(0, 2)",8660
503,4231,hyperx,297.2377364191909,10,eigenvector,"(24, 26)",8660
504,4231,hyperx,29.421090456841313,1,eigenvector,"(0, 1)",8660
505,4231,hyperx,3.9252587714224725,1,eigenvector,"(25, 26)",8660
506,4231,hyperx,59.670314358507504,1,eigenvector,"(0, 2)",8660
507,4231,hyperx,102.08600051125624,1,eigenvector,"(24, 26)",8660
508,4231,hyperx,29.421090456841313,2,eigenvector,"(0, 1)",8660
509,4231,hyperx,6.723504225524857,2,eigenvector,"(25, 26)",8660
510,4231,hyperx,59.670314358507504,2,eigenvector,"(0, 2)",8660
511,4231,hyperx,152.7764927393724,2,eigenvector,"(24, 26)",8660
512,4487,hyperx,28.77654624945232,10,degree,"(0, 1)",4779
513,4487,hyperx,1.8660082451120568,10,degree,"(25, 26)",4779
514,4487,hyperx,46.78399008885475,10,degree,"(0, 2)",4779
515,4487,hyperx,59.06642171857193,10,degree,"(24, 26)",4779
516,4487,hyperx,31.281087226961326,10,eigenvector,"(0, 1)",4779
517,4487,hyperx,7.576332395459318,10,eigenvector,"(25, 26)",4779
518,4487,hyperx,51.55154634170093,10,eigenvector,"(0, 2)",4779
519,4487,hyperx,141.30476412388066,10,eigenvector,"(24, 26)",4779
520,4487,hyperx,31.281087226961326,1,eigenvector,"(0, 1)",4779
521,4487,hyperx,2.523133462637385,1,eigenvector,"(25, 26)",4779
522,4487,hyperx,58.47276293194554,1,eigenvector,"(0, 2)",4779
523,4487,hyperx,52.45906053663268,1,eigenvector,"(24, 26)",4779
524,4487,hyperx,31.281087226961326,2,eigenvector,"(0, 1)",4779
525,4487,hyperx,3.6788094181293967,2,eigenvector,"(25, 26)",4779
526,4487,hyperx,58.47276293194554,2,eigenvector,"(0, 2)",4779
527,4487,hyperx,65.85958922836832,2,eigenvector,"(24, 26)",4779
528,4010,hyperx,19.185751000338662,10,degree,"(0, 1)",8778
529,4010,hyperx,2.297205783958114,10,degree,"(25, 26)",8778
530,4010,hyperx,52.75292128481631,10,degree,"(0, 2)",8778
531,4010,hyperx,69.76985036854093,10,degree,"(24, 26)",8778
532,4010,hyperx,23.335079992444182,10,eigenvector,"(0, 1)",8778
533,4010,hyperx,7.600519655564073,10,eigenvector,"(25, 26)",8778
534,4010,hyperx,45.77654552067847,10,eigenvector,"(0, 2)",8778
535,4010,hyperx,117.18530233850366,10,eigenvector,"(24, 26)",8778
536,4010,hyperx,23.335079992444182,1,eigenvector,"(0, 1)",8778
537,4010,hyperx,2.067870383796874,1,eigenvector,"(25, 26)",8778
538,4010,hyperx,36.90715545687696,1,eigenvector,"(0, 2)",8778
539,4010,hyperx,86.2089470767333,1,eigenvector,"(24, 26)",8778
540,4010,hyperx,23.335079992444182,2,eigenvector,"(0, 1)",8778
541,4010,hyperx,2.8797514378531046,2,eigenvector,"(25, 26)",8778
542,4010,hyperx,36.90715545687696,2,eigenvector,"(0, 2)",8778
543,4010,hyperx,58.33934042431409,2,eigenvector,"(24, 26)",8778
544,3812,hyperx,104.36221721595523,10,degree,"(0, 1)",1765
545,3812,hyperx,2.4206978121160216,10,degree,"(25, 26)",1765
546,3812,hyperx,201.09634057535396,10,degree,"(0, 2)",1765
547,3812,hyperx,85.55426115837541,10,degree,"(24, 26)",1765
548,3812,hyperx,97.1436234674676,10,eigenvector,"(0, 1)",1765
549,3812,hyperx,7.5517956357250595,10,eigenvector,"(25, 26)",1765
550,3812,hyperx,151.6948563059437,10,eigenvector,"(0, 2)",1765
551,3812,hyperx,223.4099588766766,10,eigenvector,"(24, 26)",1765
552,3812,hyperx,97.1436234674676,1,eigenvector,"(0, 1)",1765
553,3812,hyperx,2.8979063840759745,1,eigenvector,"(25, 26)",1765
554,3812,hyperx,127.7262558333315,1,eigenvector,"(0, 2)",1765
555,3812,hyperx,60.42775376210511,1,eigenvector,"(24, 26)",1765
556,3812,hyperx,97.1436234674676,2,eigenvector,"(0, 1)",1765
557,3812,hyperx,3.560204391959533,2,eigenvector,"(25, 26)",1765
558,3812,hyperx,127.7262558333315,2,eigenvector,"(0, 2)",1765
559,3812,hyperx,88.64011631492255,2,eigenvector,"(24, 26)",1765
560,3465,hyperx,40.47067722769583,10,degree,"(0, 1)",194
561,3465,hyperx,2.212151536304838,10,degree,"(25, 26)",194
562,3465,hyperx,77.86321671874401,10,degree,"(0, 2)",194
563,3465,hyperx,62.93385085874965,10,degree,"(24, 26)",194
564,3465,hyperx,51.04880636977823,10,eigenvector,"(0, 1)",194
565,3465,hyperx,5.2995420396046375,10,eigenvector,"(25, 26)",194
566,3465,hyperx,113.21451209908449,10,eigenvector,"(0, 2)",194
567,3465,hyperx,207.63330133701706,10,eigenvector,"(24, 26)",194
568,3465,hyperx,51.04880636977823,1,eigenvector,"(0, 1)",194
569,3465,hyperx,2.1157444116878734,1,eigenvector,"(25, 26)",194
570,3465,hyperx,96.45746999218832,1,eigenvector,"(0, 2)",194
571,3465,hyperx,51.38025312392319,1,eigenvector,"(24, 26)",194
572,3465,hyperx,51.04880636977823,2,eigenvector,"(0, 1)",194
573,3465,hyperx,5.4547342169378,2,eigenvector,"(25, 26)",194
574,3465,hyperx,96.45746999218832,2,eigenvector,"(0, 2)",194
575,3465,hyperx,75.23585321131762,2,eigenvector,"(24, 26)",194
576,4066,hyperx,113.78778533408168,10,degree,"(0, 1)",3957
577,4066,hyperx,13.448600765074172,10,degree,"(25, 26)",3957
578,4066,hyperx,190.40846524538526,10,degree,"(0, 2)",3957
579,4066,hyperx,430.69187912939293,10,degree,"(24, 26)",3957
580,4066,hyperx,65.98843625855736,10,eigenvector,"(0, 1)",3957
581,4066,hyperx,56.27999474757686,10,eigenvector,"(25, 26)",3957
582,4066,hyperx,123.53427251221173,10,eigenvector,"(0, 2)",3957
583,4066,hyperx,1384.0388012927892,10,eigenvector,"(24, 26)",3957
584,4066,hyperx,65.98843625855736,1,eigenvector,"(0, 1)",3957
585,4066,hyperx,9.84731718722844,1,eigenvector,"(25, 26)",3957
586,4066,hyperx,143.75234432204394,1,eigenvector,"(0, 2)",3957
587,4066,hyperx,356.18819405120695,1,eigenvector,"(24, 26)",3957
588,4066,hyperx,65.98843625855736,2,eigenvector,"(0, 1)",3957
589,4066,hyperx,19.034663470496035,2,eigenvector,"(25, 26)",3957
590,4066,hyperx,143.75234432204394,2,eigenvector,"(0, 2)",3957
591,4066,hyperx,535.5728196597821,2,eigenvector,"(24, 26)",3957
592,2457,hyperx,83.26645658010936,10,degree,"(0, 1)",3317
593,2457,hyperx,8.646084077319351,10,degree,"(25, 26)",3317
594,2457,hyperx,172.88517451027278,10,degree,"(0, 2)",3317
595,2457,hyperx,203.33856458839202,10,degree,"(24, 26)",3317
596,2457,hyperx,101.41821069944555,10,eigenvector,"(0, 1)",3317
597,2457,hyperx,35.47081356744077,10,eigenvector,"(25, 26)",3317
598,2457,hyperx,149.27896759613967,10,eigenvector,"(0, 2)",3317
599,2457,hyperx,600.4048293537379,10,eigenvector,"(24, 26)",3317
600,2457,hyperx,101.41821069944555,1,eigenvector,"(0, 1)",3317
601,2457,hyperx,8.909521703374375,1,eigenvector,"(25, 26)",3317
602,2457,hyperx,198.32738095759296,1,eigenvector,"(0, 2)",3317
603,2457,hyperx,180.4272741530807,1,eigenvector,"(24, 26)",3317
604,2457,hyperx,101.41821069944555,2,eigenvector,"(0, 1)",3317
605,2457,hyperx,14.712563811926652,2,eigenvector,"(25, 26)",3317
606,2457,hyperx,198.32738095759296,2,eigenvector,"(0, 2)",3317
607,2457,hyperx,331.65648269904233,2,eigenvector,"(24, 26)",3317
608,2376,hyperx,107.42474982786212,10,degree,"(0, 1)",6922
609,2376,hyperx,6.224653516637821,10,degree,"(25, 26)",6922
610,2376,hyperx,152.06428822872977,10,degree,"(0, 2)",6922
611,2376,hyperx,176.14807564099206,10,degree,"(24, 26)",6922
612,2376,hyperx,77.5188806499326,10,eigenvector,"(0, 1)",6922
613,2376,hyperx,17.537474720739652,10,eigenvector,"(25, 26)",6922
614,2376,hyperx,147.5937548236844,10,eigenvector,"(0, 2)",6922
615,2376,hyperx,371.419170442059,10,eigenvector,"(24, 26)",6922
616,2376,hyperx,77.5188806499326,1,eigenvector,"(0, 1)",6922
617,2376,hyperx,3.562928388331056,1,eigenvector,"(25, 26)",6922
618,2376,hyperx,144.8484965432337,1,eigenvector,"(0, 2)",6922
619,2376,hyperx,113.60652730577996,1,eigenvector,"(24, 26)",6922
620,2376,hyperx,77.5188806499326,2,eigenvector,"(0, 1)",6922
621,2376,hyperx,6.775565395766499,2,eigenvector,"(25, 26)",6922
622,2376,hyperx,144.8484965432337,2,eigenvector,"(0, 2)",6922
623,2376,hyperx,148.01584148799654,2,eigenvector,"(24, 26)",6922
624,3597,hyperx,38.35910544485369,10,degree,"(0, 1)",2224
625,3597,hyperx,8.310786558635485,10,degree,"(25, 26)",2224
626,3597,hyperx,196.9664141475205,10,degree,"(0, 2)",2224
627,3597,hyperx,179.06722169677775,10,degree,"(24, 26)",2224
628,3597,hyperx,88.70674359442218,10,eigenvector,"(0, 1)",2224
629,3597,hyperx,37.691369232256065,10,eigenvector,"(25, 26)",2224
630,3597,hyperx,76.5799438527712,10,eigenvector,"(0, 2)",2224
631,3597,hyperx,679.1499233718936,10,eigenvector,"(24, 26)",2224
632,3597,hyperx,88.70674359442218,1,eigenvector,"(0, 1)",2224
633,3597,hyperx,6.967138294964985,1,eigenvector,"(25, 26)",2224
634,3597,hyperx,210.56368602761071,1,eigenvector,"(0, 2)",2224
635,3597,hyperx,168.5063125944035,1,eigenvector,"(24, 26)",2224
636,3597,hyperx,88.70674359442218,2,eigenvector,"(0, 1)",2224
637,3597,hyperx,12.73554222422493,2,eigenvector,"(25, 26)",2224
638,3597,hyperx,210.56368602761071,2,eigenvector,"(0, 2)",2224
639,3597,hyperx,284.95282122063094,2,eigenvector,"(24, 26)",2224
640,1564,hyperx,66.11883970437566,10,degree,"(0, 1)",4794
641,1564,hyperx,8.100232318489962,10,degree,"(25, 26)",4794
642,1564,hyperx,189.20844095450332,10,degree,"(0, 2)",4794
643,1564,hyperx,198.85316651449992,10,degree,"(24, 26)",4794
644,1564,hyperx,91.23090886310844,10,eigenvector,"(0, 1)",4794
645,1564,hyperx,20.59132782179428,10,eigenvector,"(25, 26)",4794
646,1564,hyperx,127.78379220256967,10,eigenvector,"(0, 2)",4794
647,1564,hyperx,332.1762500806917,10,eigenvector,"(24, 26)",4794
648,1564,hyperx,91.23090886310844,1,eigenvector,"(0, 1)",4794
649,1564,hyperx,7.2334592871361485,1,eigenvector,"(25, 26)",4794
650,1564,hyperx,168.15733783275127,1,eigenvector,"(0, 2)",4794
651,1564,hyperx,168.9556021545139,1,eigenvector,"(24, 26)",4794
652,1564,hyperx,91.23090886310844,2,eigenvector,"(0, 1)",4794
653,1564,hyperx,12.606741984816663,2,eigenvector,"(25, 26)",4794
654,1564,hyperx,168.15733783275127,2,eigenvector,"(0, 2)",4794
655,1564,hyperx,225.19450027860702,2,eigenvector,"(24, 26)",4794
656,2742,hyperx,55.82845284809717,10,degree,"(0, 1)",1845
657,2742,hyperx,3.430537032633436,10,degree,"(25, 26)",1845
658,2742,hyperx,102.7905675232606,10,degree,"(0, 2)",1845
659,2742,hyperx,72.09123131683924,10,degree,"(24, 26)",1845
660,2742,hyperx,70.51038894574175,10,eigenvector,"(0, 1)",1845
661,2742,hyperx,8.390019055229663,10,eigenvector,"(25, 26)",1845
662,2742,hyperx,100.71162815324321,10,eigenvector,"(0, 2)",1845
663,2742,hyperx,184.41647475494668,10,eigenvector,"(24, 26)",1845
664,2742,hyperx,70.51038894574175,1,eigenvector,"(0, 1)",1845
665,2742,hyperx,3.628517882165803,1,eigenvector,"(25, 26)",1845
666,2742,hyperx,87.87002451460013,1,eigenvector,"(0, 2)",1845
667,2742,hyperx,70.00771001288841,1,eigenvector,"(24, 26)",1845
668,2742,hyperx,70.51038894574175,2,eigenvector,"(0, 1)",1845
669,2742,hyperx,7.870296937923869,2,eigenvector,"(25, 26)",1845
670,2742,hyperx,87.87002451460013,2,eigenvector,"(0, 2)",1845
671,2742,hyperx,107.83794110182734,2,eigenvector,"(24, 26)",1845
672,1104,hyperx,45.27851475980286,10,degree,"(0, 1)",4452
673,1104,hyperx,4.9912304562627385,10,degree,"(25, 26)",4452
674,1104,hyperx,154.73454147707778,10,degree,"(0, 2)",4452
675,1104,hyperx,115.27885873944463,10,degree,"(24, 26)",4452
676,1104,hyperx,82.30667016810169,10,eigenvector,"(0, 1)",4452
677,1104,hyperx,53.188782244269966,10,eigenvector,"(25, 26)",4452
678,1104,hyperx,105.12335685767961,10,eigenvector,"(0, 2)",4452
679,1104,hyperx,898.3095753460751,10,eigenvector,"(24, 26)",4452
680,1104,hyperx,82.30667016810169,1,eigenvector,"(0, 1)",4452
681,1104,hyperx,6.1804859445578675,1,eigenvector,"(25, 26)",4452
682,1104,hyperx,141.02830963126095,1,eigenvector,"(0, 2)",4452
683,1104,hyperx,86.3234235735708,1,eigenvector,"(24, 26)",4452
684,1104,hyperx,82.30667016810169,2,eigenvector,"(0, 1)",4452
685,1104,hyperx,10.390138797986886,2,eigenvector,"(25, 26)",4452
686,1104,hyperx,141.02830963126095,2,eigenvector,"(0, 2)",4452
687,1104,hyperx,247.1536274707836,2,eigenvector,"(24, 26)",4452
688,2195,hyperx,26.414010091228523,10,degree,"(0, 1)",1983
689,2195,hyperx,2.8982653208018045,10,degree,"(25, 26)",1983
690,2195,hyperx,62.669719699783684,10,degree,"(0, 2)",1983
691,2195,hyperx,76.98400734461927,10,degree,"(24, 26)",1983
692,2195,hyperx,34.08516422042379,10,eigenvector,"(0, 1)",1983
693,2195,hyperx,9.301630424836487,10,eigenvector,"(25, 26)",1983
694,2195,hyperx,47.30595527284098,10,eigenvector,"(0, 2)",1983
695,2195,hyperx,208.34922509041456,10,eigenvector,"(24, 26)",1983
696,2195,hyperx,34.08516422042379,1,eigenvector,"(0, 1)",1983
697,2195,hyperx,2.4589140595451755,1,eigenvector,"(25, 26)",1983
698,2195,hyperx,45.80759059581344,1,eigenvector,"(0, 2)",1983
699,2195,hyperx,73.88525193122517,1,eigenvector,"(24, 26)",1983
700,2195,hyperx,34.08516422042379,2,eigenvector,"(0, 1)",1983
701,2195,hyperx,4.249492384061803,2,eigenvector,"(25, 26)",1983
702,2195,hyperx,45.80759059581344,2,eigenvector,"(0, 2)",1983
703,2195,hyperx,102.18726052501853,2,eigenvector,"(24, 26)",1983
704,3744,hyperx,65.37698085555843,10,degree,"(0, 1)",1676
705,3744,hyperx,8.616282144205357,10,degree,"(25, 26)",1676
706,3744,hyperx,96.9740259312972,10,degree,"(0, 2)",1676
707,3744,hyperx,173.47987839176875,10,degree,"(24, 26)",1676
708,3744,hyperx,37.933843431854285,10,eigenvector,"(0, 1)",1676
709,3744,hyperx,43.33368443535871,10,eigenvector,"(25, 26)",1676
710,3744,hyperx,90.86725149436019,10,eigenvector,"(0, 2)",1676
711,3744,hyperx,1072.797338119239,10,eigenvector,"(24, 26)",1676
712,3744,hyperx,37.933843431854285,1,eigenvector,"(0, 1)",1676
713,3744,hyperx,5.458135888928264,1,eigenvector,"(25, 26)",1676
714,3744,hyperx,86.66127608694548,1,eigenvector,"(0, 2)",1676
715,3744,hyperx,224.74698963137416,1,eigenvector,"(24, 26)",1676
716,3744,hyperx,37.933843431854285,2,eigenvector,"(0, 1)",1676
717,3744,hyperx,17.065543293772453,2,eigenvector,"(25, 26)",1676
718,3744,hyperx,86.66127608694548,2,eigenvector,"(0, 2)",1676
719,3744,hyperx,258.5537737262748,2,eigenvector,"(24, 26)",1676
720,3851,hyperx,52.24505159831811,10,degree,"(0, 1)",8916
721,3851,hyperx,4.944486156300879,10,degree,"(25, 26)",8916
722,3851,hyperx,88.71001103038834,10,degree,"(0, 2)",8916
723,3851,hyperx,106.89304037441438,10,degree,"(24, 26)",8916
724,3851,hyperx,40.240415833911925,10,eigenvector,"(0, 1)",8916
725,3851,hyperx,20.604388446761558,10,eigenvector,"(25, 26)",8916
726,3851,hyperx,92.48179019486153,10,eigenvector,"(0, 2)",8916
727,3851,hyperx,403.00727591556966,10,eigenvector,"(24, 26)",8916
728,3851,hyperx,40.240415833911925,1,eigenvector,"(0, 1)",8916
729,3851,hyperx,3.216977757909282,1,eigenvector,"(25, 26)",8916
730,3851,hyperx,55.06891927846872,1,eigenvector,"(0, 2)",8916
731,3851,hyperx,82.36923316814814,1,eigenvector,"(24, 26)",8916
732,3851,hyperx,40.240415833911925,2,eigenvector,"(0, 1)",8916
733,3851,hyperx,7.33717074224006,2,eigenvector,"(25, 26)",8916
734,3851,hyperx,55.06891927846872,2,eigenvector,"(0, 2)",8916
735,3851,hyperx,160.61574954909986,2,eigenvector,"(24, 26)",8916
736,323,hyperx,6.674449220362822,10,degree,"(0, 1)",1201
737,323,hyperx,2.5227136979678346,10,degree,"(25, 26)",1201
738,323,hyperx,19.394853742956656,10,degree,"(0, 2)",1201
739,323,hyperx,58.94773637412831,10,degree,"(24, 26)",1201
740,323,hyperx,9.820095400548523,10,eigenvector,"(0, 1)",1201
741,323,hyperx,7.860934105488916,10,eigenvector,"(25, 26)",1201
742,323,hyperx,13.032176725402207,10,eigenvector,"(0, 2)",1201
743,323,hyperx,82.73238908396482,10,eigenvector,"(24, 26)",1201
744,323,hyperx,9.820095400548523,1,eigenvector,"(0, 1)",1201
745,323,hyperx,1.7157767483209634,1,eigenvector,"(25, 26)",1201
746,323,hyperx,16.725030211723038,1,eigenvector,"(0, 2)",1201
747,323,hyperx,47.91154193248992,1,eigenvector,"(24, 26)",1201
748,323,hyperx,9.820095400548523,2,eigenvector,"(0, 1)",1201
749,323,hyperx,2.7800820874796943,2,eigenvector,"(25, 26)",1201
750,323,hyperx,16.725030211723038,2,eigenvector,"(0, 2)",1201
751,323,hyperx,44.09925000075866,2,eigenvector,"(24, 26)",1201
752,1960,hyperx,46.42899446258142,10,degree,"(0, 1)",7624
753,1960,hyperx,2.9729758049180006,10,degree,"(25, 26)",7624
754,1960,hyperx,94.78054661822675,10,degree,"(0, 2)",7624
755,1960,hyperx,87.68106264084041,10,degree,"(24, 26)",7624
756,1960,hyperx,72.44453053399091,10,eigenvector,"(0, 1)",7624
757,1960,hyperx,10.715352477356905,10,eigenvector,"(25, 26)",7624
758,1960,hyperx,99.92483942454363,10,eigenvector,"(0, 2)",7624
759,1960,hyperx,254.29742006829264,10,eigenvector,"(24, 26)",7624
760,1960,hyperx,72.44453053399091,1,eigenvector,"(0, 1)",7624
761,1960,hyperx,3.1842742479359982,1,eigenvector,"(25, 26)",7624
762,1960,hyperx,86.97831234012635,1,eigenvector,"(0, 2)",7624
763,1960,hyperx,75.44491244356409,1,eigenvector,"(24, 26)",7624
764,1960,hyperx,72.44453053399091,2,eigenvector,"(0, 1)",7624
765,1960,hyperx,6.5951815186907945,2,eigenvector,"(25, 26)",7624
766,1960,hyperx,86.97831234012635,2,eigenvector,"(0, 2)",7624
767,1960,hyperx,87.00596593364581,2,eigenvector,"(24, 26)",7624
768,782,hyperx,23.03772341547482,10,degree,"(0, 1)",9041
769,782,hyperx,3.2805853572411157,10,degree,"(25, 26)",9041
770,782,hyperx,52.31711458302005,10,degree,"(0, 2)",9041
771,782,hyperx,132.92058505664048,10,degree,"(24, 26)",9041
772,782,hyperx,30.92887071192793,10,eigenvector,"(0, 1)",9041
773,782,hyperx,13.230779222437953,10,eigenvector,"(25, 26)",9041
