Feature_Idx,Feature_Name,Value
0,age,-0.03751635092318367
1,workclass,0.016690087524747228
2,education,-0.09079937167050331
3,education_num,-0.13579925972006246
4,marital_status,-0.011669872341021943
5,occupation,-0.10122444826125997
6,relationship,-0.07132776827596432
7,race,0.02858452187316364
8,sex,-0.05281707251957521
9,capital_gain,-0.6310877098145394
10,capital_loss,-0.06257341007999166
11,hours_per_week,-0.15035389627624676
12,native_country,0.25644531062807324
