Feature_Idx,Feature_Name,Value
0,age,-0.0747711564297501
1,workclass,0.03544551596714864
2,education,-0.01926365968736118
3,education_num,-0.07786321102579674
4,marital_status,0.03888106622500783
5,occupation,-0.0641512695119419
6,relationship,-0.08975511117417313
7,race,0.027026828362102923
8,sex,-0.09879602442173818
9,capital_gain,-0.6698949924646362
10,capital_loss,-0.26253542902520577
11,hours_per_week,-0.16980585763158043
12,native_country,0.03296309552558376
