Feature_Idx,Feature_Name,Value
0,Store,0.0
1,DayOfMonth,0.0
2,Week,0.0
3,Month,-0.31901946210862375
4,Year,0.0
5,DayOfYear,0.0
6,DayOfWeek,-0.1411425216198032
7,Open,0.0
8,Promo,-0.13011988234518862
9,SchoolHoliday,0.0
10,StateHoliday,0.0
11,StoreType,0.0
12,Assortment,0.0
13,CompetitionDistance,0.0
14,AvgSales,0.0
15,AvgCustomers,-0.08155380249022759
16,AvgSalesPerCustomer,0.0
