x,"deg-s=0,0","eig-p=1-s=0,0","eig-p=10-s=0,0","eig-p=2-s=0,0","deg-s=0,1","eig-p=1-s=0,1","eig-p=10-s=0,1","eig-p=2-s=0,1","deg-s=0,2","eig-p=1-s=0,2","eig-p=10-s=0,2","eig-p=2-s=0,2","deg-s=14,16","eig-p=1-s=14,16","eig-p=10-s=14,16","eig-p=2-s=14,16","deg-s=15,16","eig-p=1-s=15,16","eig-p=10-s=15,16","eig-p=2-s=15,16","deg-s=16,16","eig-p=1-s=16,16","eig-p=10-s=16,16","eig-p=2-s=16,16",lime-17,lime-2312,lime-289,kernel_shap-17,kernel_shap-2312,kernel_shap-289,perm_shap-136,perm_shap-17,random_shap,sampling_shap-2312,sampling_shap-289
0,0.6604709625244141,0.6604709625244141,0.6604709625244141,0.6604709625244141,0.6604709625244141,0.6604709625244141,0.6604709625244141,0.6604709625244141,0.6604709625244141,0.6604709625244141,0.6604709625244141,0.6604709625244141,0.6604709625244141,0.6604709625244141,0.6604709625244141,0.6604709625244141,0.6604709625244141,0.6604709625244141,0.6604709625244141,0.6604709625244141,0.6604709625244141,0.6604709625244141,0.6604709625244141,0.6604709625244141,0.6604709625244141,0.6604709625244141,0.6604709625244141,0.6604709625244141,0.6604709625244141,0.6604709625244141,0.6604709625244141,0.6604709625244141,0.6604709625244141,0.6604709625244141,0.6604709625244141
1,0.4328575134277344,0.4328575134277344,0.4328575134277344,0.4328575134277344,0.4328575134277344,0.4328575134277344,0.4328575134277344,0.4328575134277344,0.4328575134277344,0.4328575134277344,0.4328575134277344,0.4328575134277344,0.4328575134277344,0.4328575134277344,0.4328575134277344,0.4328575134277344,0.4328575134277344,0.4328575134277344,0.4328575134277344,0.4328575134277344,0.4328575134277344,0.4328575134277344,0.4328575134277344,0.4328575134277344,0.4328575134277344,0.4328575134277344,0.4328575134277344,0.5450644493103027,0.4328575134277344,0.4328575134277344,0.4328575134277344,0.4328575134277344,0.6606125831604004,0.4328575134277344,0.4328575134277344
2,0.3172874450683594,0.3172874450683594,0.3172874450683594,0.3172874450683594,0.3172874450683594,0.3172874450683594,0.3172874450683594,0.3172874450683594,0.3172874450683594,0.3172874450683594,0.3172874450683594,0.3172874450683594,0.3568124771118164,0.3568124771118164,0.3568124771118164,0.3568124771118164,0.3568124771118164,0.3568124771118164,0.3568124771118164,0.3568124771118164,0.3568124771118164,0.3568124771118164,0.3568124771118164,0.3568124771118164,0.3172874450683594,0.3172874450683594,0.3172874450683594,0.5452408790588379,0.3172874450683594,0.3172874450683594,0.3172874450683594,0.3172874450683594,0.5944666862487793,0.3568124771118164,0.3172874450683594
3,0.2480154037475586,0.2480154037475586,0.2480154037475586,0.2480154037475586,0.2480154037475586,0.2480154037475586,0.2480154037475586,0.2480154037475586,0.2480154037475586,0.2480154037475586,0.2480154037475586,0.2480154037475586,0.24385690689086914,0.24385690689086914,0.24385690689086914,0.24385690689086914,0.24385690689086914,0.24385690689086914,0.24385690689086914,0.24385690689086914,0.24385690689086914,0.24385690689086914,0.24385690689086914,0.24385690689086914,0.24385690689086914,0.2480154037475586,0.2480154037475586,0.5454082489013672,0.24385690689086914,0.24385690689086914,0.24385690689086914,0.24385690689086914,0.5794467926025391,0.24385690689086914,0.24385690689086914
4,0.15502405166625977,0.15502405166625977,0.15502405166625977,0.15502405166625977,0.15502405166625977,0.15502405166625977,0.15502405166625977,0.15502405166625977,0.15502405166625977,0.15502405166625977,0.15502405166625977,0.15502405166625977,0.15502405166625977,0.15502405166625977,0.15502405166625977,0.15502405166625977,0.15502405166625977,0.15502405166625977,0.15502405166625977,0.15502405166625977,0.15502405166625977,0.15502405166625977,0.15502405166625977,0.15502405166625977,0.19835138320922852,0.15502405166625977,0.15502405166625977,0.48033714294433594,0.15502405166625977,0.15502405166625977,0.15502405166625977,0.15502405166625977,0.5790681838989258,0.15502405166625977,0.15502405166625977
5,0.14484024047851562,0.14484024047851562,0.14484024047851562,0.14484024047851562,0.14484024047851562,0.08860445022583008,0.08860445022583008,0.08860445022583008,0.08860445022583008,0.08860445022583008,0.08860445022583008,0.08860445022583008,0.08860445022583008,0.08860445022583008,0.08860445022583008,0.08860445022583008,0.08860445022583008,0.08860445022583008,0.08860445022583008,0.08860445022583008,0.08860445022583008,0.08860445022583008,0.08860445022583008,0.08860445022583008,0.14421367645263672,0.15307235717773438,0.15307235717773438,0.41761016845703125,0.08860445022583008,0.08860445022583008,0.08860445022583008,0.08860445022583008,0.5790629386901855,0.08860445022583008,0.08860445022583008
6,0.07829666137695312,0.07829666137695312,0.07829666137695312,0.07829666137695312,0.07829666137695312,0.07829666137695312,0.07829666137695312,0.07829666137695312,0.07829666137695312,0.07829666137695312,0.07829666137695312,0.07829666137695312,0.04575681686401367,0.04575681686401367,0.04575681686401367,0.04575681686401367,0.04575681686401367,0.04575681686401367,0.04575681686401367,0.04575681686401367,0.04575681686401367,0.04575681686401367,0.04575681686401367,0.04575681686401367,0.13515758514404297,0.14288663864135742,0.15288162231445312,0.15457773208618164,0.04575681686401367,0.04575681686401367,0.04575681686401367,0.04575681686401367,0.5568351745605469,0.04575681686401367,0.04575681686401367
7,0.03590869903564453,0.03590869903564453,0.03590869903564453,0.03590869903564453,0.03590869903564453,0.03590869903564453,0.03590869903564453,0.03590869903564453,0.03590869903564453,0.03590869903564453,0.03590869903564453,0.03590869903564453,0.022786617279052734,0.022786617279052734,0.022786617279052734,0.022786617279052734,0.022786617279052734,0.022786617279052734,0.022786617279052734,0.022786617279052734,0.022786617279052734,0.022786617279052734,0.022786617279052734,0.022786617279052734,0.13660335540771484,0.07683181762695312,0.15258121490478516,0.14588069915771484,0.03590869903564453,0.03590869903564453,0.03590869903564453,0.03590869903564453,0.5578885078430176,0.03590869903564453,0.03590869903564453
8,0.013089656829833984,0.013089656829833984,0.013089656829833984,0.013089656829833984,0.013089656829833984,0.013089656829833984,0.013089656829833984,0.013089656829833984,0.013089656829833984,0.013089656829833984,0.013089656829833984,0.013089656829833984,0.013089656829833984,0.01817178726196289,0.01817178726196289,0.01817178726196289,0.01817178726196289,0.01817178726196289,0.01817178726196289,0.01817178726196289,0.01817178726196289,0.01817178726196289,0.01817178726196289,0.01817178726196289,0.031071186065673828,0.07689237594604492,0.1521458625793457,0.09684324264526367,0.013089656829833984,0.013089656829833984,0.013089656829833984,0.013089656829833984,0.48365020751953125,0.013089656829833984,0.013089656829833984
9,0.015024662017822266,0.015024662017822266,0.015024662017822266,0.015024662017822266,0.015024662017822266,0.015024662017822266,0.015024662017822266,0.015024662017822266,0.015024662017822266,0.015024662017822266,0.015024662017822266,0.015024662017822266,0.008530139923095703,0.008530139923095703,0.008530139923095703,0.008530139923095703,0.008530139923095703,0.008530139923095703,0.008530139923095703,0.008530139923095703,0.008530139923095703,0.008530139923095703,0.008530139923095703,0.008530139923095703,0.030074119567871094,0.058277130126953125,0.13142824172973633,0.09694576263427734,0.008530139923095703,0.012638092041015625,0.008530139923095703,0.008530139923095703,0.44037818908691406,0.008530139923095703,0.008530139923095703
